,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,se_ep
31,160502557649805313,160502557649805313,1327101766000.0,2012-01-20 23:22:46,+0000,,i totally feel u on the building muscle underneath #theoffice,en,['theoffice'],[],76141707,76141707,mingfire,Carbi B,5,23,https://twitter.com/mingfire/status/160502557649805313,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
32,160501285689376769,160501285689376769,1327101463000.0,2012-01-20 23:17:43,+0000,,LMFAO no he didnt kick her ass in the pool! #theoffice,en,['theoffice'],[],76141707,76141707,mingfire,Carbi B,5,23,https://twitter.com/mingfire/status/160501285689376769,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
33,160500765755047936,160500765755047936,1327101339000.0,2012-01-20 23:15:39,+0000,,what a crazy week. Time to catch up on all my tv shows..I wish - was around to watch #theoffice with me,en,['theoffice'],[],276149853,276149853,Nasheboi,Nashe,5,23,https://twitter.com/Nasheboi/status/160500765755047936,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
34,160500491258839040,160500491258839040,1327101273000.0,2012-01-20 23:14:33,+0000,,"""he wanted to make sure Califronia didn't put it in you"" #theoffice",en,['theoffice'],[],76141707,76141707,mingfire,Carbi B,5,23,https://twitter.com/mingfire/status/160500491258839040,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
35,160500330017198080,160500330017198080,1327101235000.0,2012-01-20 23:13:55,+0000,,lmao pool party #theoffice,en,['theoffice'],[],76141707,76141707,mingfire,Carbi B,5,23,https://twitter.com/mingfire/status/160500330017198080,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
36,160499705699254272,160499705699254272,1327101086000.0,2012-01-20 23:11:26,+0000,,"""you sound really pretty today"" WTF LOL #theoffice",en,['theoffice'],[],76141707,76141707,mingfire,Carbi B,5,23,https://twitter.com/mingfire/status/160499705699254272,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
37,160499704461926400,160499704461926400,1327101086000.0,2012-01-20 23:11:26,+0000,,Why do I like Hooters? Well ill give u two reasons... The boobs and the hot wings! Lol #theoffice,en,['theoffice'],[],352018937,352018937,Jesse_Rogalski,Jesse Dean Rogalski,5,23,https://twitter.com/Jesse_Rogalski/status/160499704461926400,[],[],0,,False,0,1,1,,#TheOffice,,,,,,,[],,,,,s8ep12
38,160499238126632961,160499238126632961,1327100974000.0,2012-01-20 23:09:34,+0000,,Last night's episode of #theoffice was one of the best I've seen in a long time.,en,['theoffice'],[],258137086,258137086,landofalex,Alex Wilson,5,23,https://twitter.com/landofalex/status/160499238126632961,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
39,160498681689292800,160498681689292800,1327100842000.0,2012-01-20 23:07:22,+0000,,"""If I had a gun with 2 bullets in them.in the room with Hitler,Bin Laden and Tobe,I will shoot Tobe twice"" #TheOffice",en,['theoffice'],[],333407166,333407166,Chale_Rozayy,Bison,5,23,https://twitter.com/Chale_Rozayy/status/160498681689292800,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
40,160498125415530497,160469610171351040,1327100709000.0,2012-01-20 23:05:09,+0000,,@toril22 You can find last night's new ep of #TheOffice online here:  http://t.co/lkunHEez It's also on our free App!,en,['theoffice'],[],26528121,26528121,GlobalTV,Global TV,5,23,https://twitter.com/GlobalTV/status/160498125415530497,['http://glbl.tv/xZExA6'],[],0,,False,0,2,1,,#TheOffice,,,,,,,[],,,,,s8ep12
41,160497732488925184,160497732488925184,1327100615000.0,2012-01-20 23:03:35,+0000,,"Re-watch #TheOffice episode POOL PARTY. Get quotes, vote in our fan poll and lots more @  http://t.co/4hMwaCvE",en,['theoffice'],[],14537579,14537579,Netteslayouts,Netteslayouts.com,5,23,https://twitter.com/Netteslayouts/status/160497732488925184,['http://ping.fm/CpsHH'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
42,160497596081782785,160483104950202368,1327100583000.0,2012-01-20 23:03:03,+0000,,@scott_lowe I've learned to love series written with an end in mind like #TheWire #TheOffice (UK) etc. Much less splintering with storylines,en,"['thewire', 'theoffice']",[],18227996,18227996,discoposse,Eric Wright,5,23,https://twitter.com/discoposse/status/160497596081782785,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
44,160497405962366977,160497405962366977,1327100538000.0,2012-01-20 23:02:18,+0000,,"""HAHAHAHA you've been meatballed! HAHAHA are you ready for some meatball!? HAHAHAHA"" - #TheOffice",en,['theoffice'],[],98710111,98710111,JustInTime_13,Justin Marcinek,5,23,https://twitter.com/JustInTime_13/status/160497405962366977,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
45,160497390019821569,160497390019821569,1327100534000.0,2012-01-20 23:02:14,+0000,,Finally catching up on The Office. Saying goodbye to Michael Scott is really hard.  #Sigh #TheOffice,en,"['sigh', 'theoffice']",[],17112107,17112107,Noleyone,Noleyone,5,23,https://twitter.com/Noleyone/status/160497390019821569,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
46,160497384634322944,160497384634322944,1327100533000.0,2012-01-20 23:02:13,+0000,,"""Is it me or does it smell like updog on here?"" #theoffice",en,['theoffice'],[],49795807,49795807,ashley_groves,Ashley Groves,5,23,https://twitter.com/ashley_groves/status/160497384634322944,[],[],0,,False,1,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
47,160497356339544065,160497356339544065,1327100526000.0,2012-01-20 23:02:06,+0000,,Very flustering ending to #theoffice last night... #wasntneeded,en,"['theoffice', 'wasntneeded']",[],42343565,42343565,JeSanders11,Jeffrey Sanders,5,23,https://twitter.com/JeSanders11/status/160497356339544065,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
48,160496963433934848,160496963433934848,1327100432000.0,2012-01-20 23:00:32,+0000,,"Jim: Dwight, you've really never stolen any company time? Dwight: Never! Michael: You are a thief of joy. #theoffice",en,['theoffice'],[],211057147,211057147,carellquotes,Michael Scott,5,23,https://twitter.com/carellquotes/status/160496963433934848,[],[],0,,False,0,0,5,,#TheOffice,,,,,,,[],,,,,s8ep12
49,160496835390222336,160495622456217601,1327100402000.0,2012-01-20 23:00:02,+0000,,"@MattIGN But seriously, Gabe or New Andy on #TheOffice, Earth-&lt;NoPeter&gt; Walter",en,['theoffice'],[],69480753,69480753,alxf9,Alex Federman,5,23,https://twitter.com/alxf9/status/160496835390222336,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
50,160496657518178304,160496657518178304,1327100359000.0,2012-01-20 22:59:19,+0000,,"""I've been working out but the problem is that the muscles is growing under my stomach."" #theoffice",en,['theoffice'],[],186233996,186233996,mg_schultz,MG Schultz,5,22,https://twitter.com/mg_schultz/status/160496657518178304,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
51,160496526899167232,160496526899167232,1327100328000.0,2012-01-20 22:58:48,+0000,"{'type': 'Point', 'coordinates': [40.07108387, -74.99676095]}","""You can't stop love, and frankly, I don't think you should ever even try."" - Michael Scott #theoffice",en,['theoffice'],[],175251179,175251179,laurenschell,Lauren,5,22,https://twitter.com/laurenschell/status/160496526899167232,[],[],0,,False,0,1,0,,#TheOffice,,,,,,,[],,,,,s8ep12
52,160496453922467840,160496453922467840,1327100311000.0,2012-01-20 22:58:31,+0000,,"""We could just meet at the pool to say 'Hurrah' ... and at the end of the night, the last person to say 'Hurrah' is IT."" -- Kevin #TheOffice",en,['theoffice'],[],60992417,60992417,ByJayClemons,Jay Clemons,5,22,https://twitter.com/ByJayClemons/status/160496453922467840,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
53,160495819747897344,160495819747897344,1327100159000.0,2012-01-20 22:55:59,+0000,,don't feel well.. time for a marathon of #theoffice :),en,['theoffice'],[],405028659,405028659,killbilljilll,Jill,5,22,https://twitter.com/killbilljilll/status/160495819747897344,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
54,160495498569056256,160495498569056256,1327100083000.0,2012-01-20 22:54:43,+0000,,im pam n he's jim #theoffice,en,['theoffice'],[],190535296,190535296,x_luvliyah,aliyah,5,22,https://twitter.com/x_luvliyah/status/160495498569056256,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
55,160495198948958208,160495198948958208,1327100011000.0,2012-01-20 22:53:31,+0000,,#TheOffice has really gone downhill post #SteveCarrell.,en,"['theoffice', 'stevecarrell']",[],169525104,169525104,Jdrees1489,Joßh Reeß,5,22,https://twitter.com/Jdrees1489/status/160495198948958208,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
56,160494729430175745,160494729430175745,1327099900000.0,2012-01-20 22:51:40,+0000,,Waste of two bears #theoffice,en,['theoffice'],[],263949618,263949618,kristen_rea,Specter Poetica,5,22,https://twitter.com/kristen_rea/status/160494729430175745,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
57,160494688850284544,160494688850284544,1327099890000.0,2012-01-20 22:51:30,+0000,,22 minutes of #TheOffice a week is not enough!,en,['theoffice'],[],58509933,58509933,BitchItsJohnny,Johnny,5,22,https://twitter.com/BitchItsJohnny/status/160494688850284544,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
58,160494559988678657,160494559988678657,1327099859000.0,2012-01-20 22:50:59,+0000,,They're even wearing the same tie! #newt #newtgingrich #dwight #theoffice #lookalikes  http://t.co/E7NzK2ZF,en,"['newt', 'newtgingrich', 'dwight', 'theoffice', 'lookalikes']",[],466147942,466147942,dsjenson,Dan Jenson,5,22,https://twitter.com/dsjenson/status/160494559988678657,['http://instagr.am/p/i9Rld/'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
59,160493593776242689,160493593776242689,1327099629000.0,2012-01-20 22:47:09,+0000,,"""You know which philosopher said that - Dolly Parton - and people say she's just a big pair of tits"" - David Brent #theoffice",en,['theoffice'],[],282023533,282023533,alexisonfire34,alex,5,22,https://twitter.com/alexisonfire34/status/160493593776242689,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
0,165585038359007232,165585038359007232,1328313524000.0,2012-02-03 23:58:44,+0000,,scratch that. #theoffice :D,en,['theoffice'],[],253810876,253810876,brittanyemmett,Brittany Emmett,5,23,https://twitter.com/brittanyemmett/status/165585038359007232,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
1,165584551316430848,165584551316430848,1328313408000.0,2012-02-03 23:56:48,+0000,,I'm removing all the bananas from the cafeteria. #theoffice,en,['theoffice'],[],21241078,21241078,yaokingofrock,goth eminem (onlyfans in bio),5,23,https://twitter.com/yaokingofrock/status/165584551316430848,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
2,165584174269472769,165584174269472769,1328313318000.0,2012-02-03 23:55:18,+0000,,"""Unless somebody taught Mose sex, that baby is mine."" -Dwight Schrute. this line is hilarious from last night's episode of #TheOffice.",en,['theoffice'],[],106038161,106038161,jmastorino,Justin A.,5,23,https://twitter.com/jmastorino/status/165584174269472769,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
4,165582838111023105,165582838111023105,1328312999000.0,2012-02-03 23:49:59,+0000,,Yo I can't stand Philyss (or however u spell it) from #TheOffice. Literally hate just about everytime she speaks.,en,['theoffice'],[],230551820,230551820,A_Lexington,Ayyyyy Dash Lex,5,23,https://twitter.com/A_Lexington/status/165582838111023105,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
5,165582313453928448,165582313453928448,1328312874000.0,2012-02-03 23:47:54,+0000,,LOL @ stanley and dwight having jim feed them meatballs. i still am not sure i like the show without Michael Scott. #TheOffice,en,['theoffice'],[],117134960,117134960,_wishy_washy__,Wishy Washy,5,23,https://twitter.com/_wishy_washy__/status/165582313453928448,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
6,165582122617290752,165582122617290752,1328312829000.0,2012-02-03 23:47:09,+0000,,Get the latest on Jim and Pam's baby Philip on Pam's baby blog!  http://t.co/6AHJkX3h #theoffice,en,['theoffice'],[],15175368,15175368,theofficetv,The Office on Peacock,5,23,https://twitter.com/theofficetv/status/165582122617290752,['http://www.halpertbeesly.com/baby/2012/02/two-months-in/'],[],0,,False,4,0,1,,#TheOffice,,,,,,,[],,,,,s8ep13
7,165581649789198336,165581649789198336,1328312716000.0,2012-02-03 23:45:16,+0000,,RT @OfficeTally: Oscar: The only premature baby in this room is the baby this baby ate. #TheOffice,en,['theoffice'],[],103499460,103499460,jordanglover72,Jordan (Glover) Confer,5,23,https://twitter.com/jordanglover72/status/165581649789198336,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
8,165581492523778048,165581492523778048,1328312678000.0,2012-02-03 23:44:38,+0000,,"""I called you. Left a voicemail"" ""weird, didn't get both of your messages"" #TheOffice",en,['theoffice'],[],371406259,371406259,momo3652,Monish Shah,5,23,https://twitter.com/momo3652/status/165581492523778048,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
9,165580767357972482,165580767357972482,1328312505000.0,2012-02-03 23:41:45,+0000,,Great to see @jennafischer back on #theoffice. Yay Pam is back!,en,['theoffice'],[],432125474,432125474,skinny6000,Skinny,5,23,https://twitter.com/skinny6000/status/165580767357972482,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
10,165580002698596352,165580002698596352,1328312323000.0,2012-02-03 23:38:43,+0000,,i dont watch #TheVoice i prefer #TheOffice or #TheWalkingDead and so much more,en,"['thevoice', 'theoffice', 'thewalkingdead']",[],192643913,192643913,VivaLaLea18,duhh its lea!,5,23,https://twitter.com/VivaLaLea18/status/165580002698596352,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
11,165579173950275585,165578228147290112,1328312126000.0,2012-02-03 23:35:26,+0000,,"@ImJustFunnyBro Are you watching it? Dwight ""recyclopse! Ahhh! Destroy"" Andy ""I thought you were killed by polluticon?"" #TheOffice",en,['theoffice'],[],26667735,26667735,ohso_jessica,Jessica,5,23,https://twitter.com/ohso_jessica/status/165579173950275585,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
13,165577013313282048,165577013313282048,1328311610000.0,2012-02-03 23:26:50,+0000,,What kind of bear is best? #theoffice. Lol.,en,['theoffice'],[],28466328,28466328,_isamiam_,Sam,5,23,https://twitter.com/_isamiam_/status/165577013313282048,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
14,165576586593185792,165576586593185792,1328311509000.0,2012-02-03 23:25:09,+0000,,"""@__DwightSchrute: That baby is a Schrute, and unless someone taught Mose sex, that baby is mine.  #TheOffice"" @Lauren_Moorad @meeebs",en,['theoffice'],[],221266552,221266552,Nags2013,Jaclyn Nagel,5,23,https://twitter.com/Nags2013/status/165576586593185792,[],[],0,,False,0,0,1,,#TheOffice,,,,,,,[],,,,,s8ep13
15,165576341658415104,165576341658415104,1328311450000.0,2012-02-03 23:24:10,+0000,,Im not Rumplestliskin I cant keep spinning lies out of your ass!! #theoffice is Hysterical!!,en,['theoffice'],[],480591361,480591361,Jaide_n_Muttt,M&E,5,23,https://twitter.com/Jaide_n_Muttt/status/165576341658415104,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
16,165576163035590656,165576163035590656,1328311408000.0,2012-02-03 23:23:28,+0000,,"""then i kissed you with the force of a thousand waterfalls"" - Dwight #theoffice",en,['theoffice'],[],216771011,216771011,BrittxHicks,Britt Hicks,5,23,https://twitter.com/BrittxHicks/status/165576163035590656,[],[],0,,False,1,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
17,165576019393261568,165576019393261568,1328311373000.0,2012-02-03 23:22:53,+0000,,Rejects has a list of 5 #TV shows that jumped the shark in 2011. I totally agree with #TheOffice being on there.  http://t.co/dOI6O2g5,en,"['tv', 'theoffice']",[],331867763,331867763,jrobertsnow,Robert Snow,5,23,https://twitter.com/jrobertsnow/status/165576019393261568,['http://bit.ly/ABfLDc'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
18,165575808486871041,165575808486871041,1328311323000.0,2012-02-03 23:22:03,+0000,"{'type': 'Point', 'coordinates': [57.32280565, 15.56991613]}","""Unless someone tought Mose sex, that baby is mine"" #theoffice #dwightshrute",en,"['theoffice', 'dwightshrute']",[],39972354,39972354,andreassoderman,Andreas Söderman,5,23,https://twitter.com/andreassoderman/status/165575808486871041,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
19,165575434002636801,165575434002636801,1328311234000.0,2012-02-03 23:20:34,+0000,,"""Every baby looks like you, your face kinda looks like a baby"" #TheOffice",en,['theoffice'],[],15704888,15704888,KingImpulse,Kieran,5,23,https://twitter.com/KingImpulse/status/165575434002636801,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
20,165575322920689668,165575322920689668,1328311207000.0,2012-02-03 23:20:07,+0000,,“@carellquotes: Michael: Why is my office black? Dwight: To intimidate my subordinates. Michael: That's stupid. #theoffice” @edenwittendorf,en,['theoffice'],[],299823764,299823764,dannimaul,Danielle Mauller,5,23,https://twitter.com/dannimaul/status/165575322920689668,[],[],0,,False,0,1,0,,#TheOffice,,,,,,,[],,,,,s8ep13
21,165574963473039360,165574963473039360,1328311122000.0,2012-02-03 23:18:42,+0000,,lol kelly wasn't having it! #theoffice,en,['theoffice'],[],76141707,76141707,mingfire,Carbi B,5,23,https://twitter.com/mingfire/status/165574963473039360,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
22,165574781587042305,165574781587042305,1328311078000.0,2012-02-03 23:17:58,+0000,,Season 3 of #theoffice is finished.,en,['theoffice'],[],14737424,14737424,mayernick,Michael,5,23,https://twitter.com/mayernick/status/165574781587042305,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
23,165574090822918145,165574090822918145,1328310914000.0,2012-02-03 23:15:14,+0000,,Oscar: The only premature baby in this room is the baby this baby ate. #TheOffice,en,['theoffice'],[],7723382,7723382,OfficeTally,OfficeTally,5,23,https://twitter.com/OfficeTally/status/165574090822918145,[],[],0,,False,3,1,23,,#TheOffice,,,,,,,[],,,,,s8ep13
24,165573903454978048,165573903454978048,1328310869000.0,2012-02-03 23:14:29,+0000,,"""the only premature baby in this room...is the baby this baby ate"" #theoffice",en,['theoffice'],[],76141707,76141707,mingfire,Carbi B,5,23,https://twitter.com/mingfire/status/165573903454978048,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
25,165573855304368128,165573855304368128,1328310857000.0,2012-02-03 23:14:17,+0000,,"Michael Scott saying ""swag"" is one of the funniest things I've heard in days #theoffice",en,['theoffice'],[],252132617,252132617,ashdholl,ashh,5,23,https://twitter.com/ashdholl/status/165573855304368128,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
26,165573270496755712,165573270496755712,1328310718000.0,2012-02-03 23:11:58,+0000,,Do you have any american mexican food? #Theoffice,en,['theoffice'],[],475173325,475173325,brigatinib,Mikayla Briggs,5,23,https://twitter.com/brigatinib/status/165573270496755712,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep13
